wiki_data_id;title;main_subject;follows;genre;performer;country_of_origin;original_language_of_film_or_TV_show;publication_date;director;screenwriter;cast_member;director_of_photography;film_editor;production_designer;costume_designer;composer;producer;production_company;distributed_by;narrative_location;filming_location;duration;award_received;nominated_for;box_office;cost;collection;imdb_id;metascore;imdbrating;imdbvotes
Q104137;Unforgiven;drama;?;Western film,crime film,drama;?;United States of America;?;1992-09-24T00:00:00Z,1992-08-03T00:00:00Z;Clint Eastwood;David Peoples;Liisa Repo-Martell,Anna Thomson,John Pyper-Ferguson,Frank C. Turner,Clint Eastwood,Anthony James,Rob Campbell,Lochlyn Munro,Shane Meier,Larry Joshua,Jaimz Woolvett,Jeremy Ratchford,Greg Goossen,Beverley Elliott,Phillip Maurice Hayes,Ron White,Jefferson Mappin,Saul Rubinek,Gene Hackman,Morgan Freeman,Richard Harris,Frances Fisher;Jack N. Green;Joel Cox;Henry Bumstead;?;Lennie Niehaus;Clint Eastwood;Warner Bros.,Malpaso Productions;InterCom,Netflix,FandangoNow;Kansas;Alberta;131;London Film Critics Circle Award for Film of the Year,National Society of Film Critics Award for Best Director,Directors Guild of America Award for Outstanding Directing – Feature Film,Academy Award for Best Film Editing,National Society of Film Critics Award for Best Screenplay,National Society of Film Critics Award for Best Film,Academy Award for Best Picture,Golden Globe Award for Best Supporting Actor – Motion Picture,Academy Award for Best Supporting Actor,Golden Globe Award for Best Director,National Board of Review: Top Ten Films,National Film Registry,Academy Award for Best Director,Los Angeles Film Critics Association Award for Best Director,Los Angeles Film Critics Association Award for Best Film,National Society of Film Critics Award for Best Supporting Actor,BAFTA Award for Best Actor in a Supporting Role,Los Angeles Film Critics Association Award for Best Actor;Directors Guild of America Award for Outstanding Directing – Feature Film,Academy Award for Best Film Editing,National Society of Film Critics Award for Best Director,National Society of Film Critics Award for Best Screenplay,National Society of Film Critics Award for Best Film,Golden Globe Award for Best Director,BAFTA Award for Best Original Screenplay,Writers Guild of America Award for Best Original Screenplay,Japan Academy Prize for Outstanding Foreign Language Film,National Society of Film Critics Award for Best Supporting Actor,Academy Award for Best Production Design,Academy Award for Best Actor,Academy Award for Best Sound,BAFTA Award for Best Film,Golden Globe Award for Best Motion Picture – Drama,BAFTA Award for Best Direction,BAFTA Award for Best Sound,Golden Globe Award for Best Screenplay,Academy Award for Best Cinematography,Golden Globe Award for Best Supporting Actor – Motion Picture,Academy Award for Best Supporting Actor,Academy Award for Best Picture,Academy Award for Best Writing, Original Screenplay,National Society of Film Critics Award for Best Cinematography,Academy Award for Best Director,National Society of Film Critics Award for Best Actor,BAFTA Award for Best Actor in a Supporting Role;?;?;?;?;85;8.2;380,855
Q1041689;All or Nothing;dysfunctional family,precariat,intimate relationship;?;drama,romance film,comedy film;?;United Kingdom,France;?;2002-01-01T00:00:00Z,2003-01-16T00:00:00Z;Mike Leigh;Mike Leigh;Sam Kelly,Paul Jesson,Robert Wilfort,Jean Ainslie,Parvez Qadir,Sally Hawkins,Daniel Mays,Marion Bailey,Timothy Bateson,Leo Bill,Emma Lowndes,Ben Crompton,Maxine Peake,James Corden,Martin Savage,Kathryn Hunter,Brian Bovell,Gary McDonald,Ruth Sheen,Alison Garland,Badi Uzzaman,Timothy Spall,Lesley Manville;Dick Pope;Lesley Walker;Eve Stewart;Jacqueline Durran;Andrew Dickson;Alain Sarde,Simon Channing-Williams;StudioCanal;Lucky Red Distribuzione,iTunes,Netflix;London;?;128;London Film Critics Circle Award for British Actress of the Year;European Film Award for Best Director,BIFA Award for Best Performance by an Actor in a British Independent Film,Satellite Award for Best Original Screenplay,Palme d'Or,Satellite Award for Best Foreign Language Film,London Film Critics Circle Award for British Actress of the Year,European Film Award for Best Actor,European Film Award - People's Choice Award for Best Director;?;?;?;?;72;7.5;10,121
Q1044523;Office Space;?;?;comedy film;?;United States of America;?;1999-01-01T00:00:00Z,1999-06-10T00:00:00Z;Mike Judge;Mike Judge;Kinna McInroe,Mike Judge,Gary Cole,Jack Betts,Todd Duffey,Greg Pitts,Joe Bays,Ajay Naidu,Richard Riehle,Mike McShane,John C. McGinley,Ron Livingston,Diedrich Bader,Orlando Jones,Paul Willson,David Herman,Jennifer Aniston,Alexandra Wentworth,Stephen Root;Tim Suhrstedt;David Rennie;?;?;John Frizzell;Mike Judge;20th Century Studios;20th Century Studios,Netflix,FandangoNow;Texas;Dallas;89;?;?;?;?;?;?;68;7.7;245,903
Q1044598;おくりびと;toleration;?;drama,musical film;Joe Hisaishi;Japan;?;2008-08-23T00:00:00Z,2009-11-26T00:00:00Z;Yōjirō Takita;Aoki Shinmon,Kundō Koyama;Sanae Miyata,Tatsuhito Okuda,Mitsuyo Hoshino,Tarō Suwa,Yukimi Koyanagi,Takao Toji,Tatsuo Yamada,Ryōsuke Ōtani,Yukiko Tachibana,Yūji Kido,Akemi Fuji,Norichika Iimori,Tetta Sugimoto,Yukari Tachibana,Tarō Ishida,Mari Hayashida,Shinji Hiwatashi,Sadami Sakamoto,Tōru Minegishi,Yūki Mashita,Masaaki Takarai,Masahiro Motoki,Kimiko Yo,Ryōko Hirosue,Tsutomu Yamazaki,Kazuko Yoshiyuki,Takashi Sasano;Takeshi Hamada;Akimasa Kawashima;?;?;Joe Hisaishi;?;TBS Holdings;Shochiku,Netflix;Tokyo,Japan;Japan;131;Academy Award for Best Foreign Language Film,Japan Academy Prize for Director of the Year,Hōchi Film Award for Best Picture,Asian Film Award for Best Actor,Japan Academy Prize for Outstanding Performance by an Actor in a Leading Role,Japan Academy Prize for Screenplay of the Year,Japan Academy Prize for Picture of the Year;Academy Award for Best Foreign Language Film,Japan Academy Prize for Outstanding Performance by an Actor in a Leading Role,Japan Academy Prize for Screenplay of the Year,Japan Academy Prize for Picture of the Year,Japan Academy Prize for Director of the Year,Asian Film Award for Best Actor,Japan Academy Prize for Outstanding Performance by an Actress in a Leading Role;?;?;?;?;68;8.1;49,294
Q1046841;Vanity Fair;?;?;romantic comedy,film based on a novel,costume drama,drama,historical drama,comedy-drama;?;United Kingdom,United States of America;?;2004-09-01T00:00:00Z,2005-03-31T00:00:00Z;Mira Nair;Julian Fellowes;Brian Pettifer,Kate Fleetwood,Nikita Ramsey,Kelly Hunter,Kathryn Drysdale,David Sterne,Tim Preece,Tim Bentinck, 12th Earl of Portland,Paul Bazely,Nicholas Jones,Bruce Mackinnon,John Franklyn-Robbins,Tom Beard,Barbara Leigh-Hunt,William Melling,Jonathan Phillips,Deborah Findlay,Vijay Raaz,Tony Maudsley,Jade Ramsey,Lillete Dubey,Ruth Sheen,Geraldine McEwan,Tom Sturridge,Trevor Cooper,Steven Elder,Stephenie McMillan,Reese Witherspoon,Virendra Saxena,Richard McCabe,Tim Seely,Natasha Little,John Woodvine,Meg Wynn Owen,Robert Pattinson,Roger Lloyd-Pack,Niall O'Brien,Sophie Hunter,Douglas Hodge,Mathew Horne,Sian Thomas,Angelica Mandy,Gledis Cinque,James Purefoy,Eileen Atkins,Gabriel Byrne,Camilla Rutherford,Bob Hoskins,Jonathan Rhys Meyers,Jim Broadbent,Romola Garai,Rhys Ifans;Declan Quinn;?;?;?;Mychael Danna;Donna Gigliotti,Lydia Dean Pilcher;Focus Features;FandangoNow,Netflix,Focus Features;London;London;141;Satellite Award for Best Costume Design;Satellite Award for Best Costume Design,Satellite Award for Best Art Direction and Production Design;?;?;?;?;53;6.2;21,341
Q1048166;Casper;haunted house;?;comedy-drama,ghost film,comedy film,family film,children's film,fantasy film;James Horner;United States of America;?;1995-05-26T00:00:00Z,1995-07-20T00:00:00Z;Brad Silberling;Joe Oriolo,Seymour Reit,Sherri Stoner,Deanna Oliver;Ben Stein,Joe Alaskey,Garette Ratliff Henson,Fred Rogers,Rodney Dangerfield,Don Novello,Mel Gibson,Malachi Pearson,John Kassir,Terry Murphy,Brad Garrett,Dan Aykroyd,Clint Eastwood,Amy Brenneman,Devon Sawa,Christina Ricci,Bill Pullman,Cathy Moriarty,Chauncey Leopardi,Eric Idle;Dean Cundey;Michael Kahn;?;?;James Horner;Steve Waterman,Colin Wilson,Jeff Franklin,Gerald R. Molen,Steven Spielberg;Amblin Entertainment,Harvey Films;UIP-Dunafilm,Netflix,FandangoNow;Maine;Maine;100;?;Kids' Choice Award for Favorite Movie;287900000;?;?;?;49;6.1;123,799
Q1048645;Hostel: Part II;?;Hostel;splatter film,horror film,slasher film,thriller film,LGBT-related film;?;Slovakia,Italy,Iceland,Czech Republic,United States of America;?;2007-06-27T00:00:00Z,2007-06-29T00:00:00Z,2007-06-14T00:00:00Z,2007-06-08T00:00:00Z,2007-06-07T00:00:00Z,2007-07-11T00:00:00Z;Eli Roth;Eli Roth;Jan Nemejovský,Zuzana Geislerová,Jiří Maria Sieber,Ota Filip,Jaromír Nosek,Petr Bláha,Milan Kňažko,Rick Hoffman,Roman Janecka,Monika Malacova,Pierre Peyrichout,Lilian Malkina,Martin Faltýn,Jiří Bartoň,Petr Vančura,Derek Richardson,Luc Merenda,Vera Jordanova,Heather Matarazzo,Lauren German,Jay Hernández,Barbara Nedeljáková,Edwige Fenech,Stanislav Ianevski,Roger Bart,Richard Burgi,Bijou Phillips,Ruggero Deodato,Jordan Ladd;?;George Folsey;?;?;Nathan Barr;Eyþór Guðjónsson,Chris Briggs,Boaz Yakin,Eli Roth,Quentin Tarantino,Scott Spiegel,Mike Fleiss;Screen Gems,Lionsgate,Raw Nerve;FandangoNow,Netflix,Lionsgate;Italy;Czech Republic,Iceland,Monaco;94;?;Golden Raspberry Award for Worst Prequel, Remake, Rip-off or Sequel;?;?;?;?;46;5.5;86,208
Q1048846;The Sum of All Fears;terrorism;?;drama,spy film,political thriller,thriller film,film based on a novel,techno-thriller,action film;Jerry Goldsmith;United States of America,Germany;?;2002-08-08T00:00:00Z,2002-05-29T00:00:00Z;Phil Alden Robinson;Tom Clancy,Daniel Pyne,Paul Attanasio;Gregory Hlady,John Maclaren,Jason Winer,Marcel Sabourin,John Eaves,Alexander Belyavsky,Jerry Markbreit,Lev Prygunov,Marie-Josée Colburn,Laraine Newman,Philip Akin,Willie Gault,Arthur Holden,Sven-Ole Thorsen,Norm Berketa,LisaGay Hamilton,Nabil Elouahabi,Conrad Pla,Jason Antoon,Arnold McCuller,John Beasley,Kwasi Songui,Joel Bissonnette,Marie Matiko,Dale Godboldo,Michael Byrne,Lisa Bronwyn Moore,Constantine Gregory,Yevgeni Lazarev,Maksim Osadchy,David Tyler,Stefan Kalipha,Mace Neufeld,Richard Marner,Antonio Lyons,Lee Garlington,Morgan Freeman,Bruce McGill,Ron Rifkin,Colm Feore,Bridget Moynahan,James Cromwell,Ken Jenkins,Liev Schreiber,Ciarán Hinds,Ben Affleck,Alan Bates,Josef Sommer,Philip Baker Hall;John Lindley;Neil Travis,Nicolas De Toth;Jeannine Oppewall;?;Jerry Goldsmith;Mace Neufeld,Stratton Leopold,Tom Clancy;Paramount Pictures;Netflix,Paramount Pictures,FandangoNow;Ukraine;Ottawa,Montreal,Baltimore,Russia,San Diego,Moscow;119;?;Black Reel Award for Best Supporting Actor,Political Film Society Award for Peace,Saturn Award for Best DVD Collection;193921372;68000000;?;?;45;6.4;106,002
Q1049139;Spy Game;?;?;spy film,action thriller,action film,political thriller,flashback film;?;United States of America;?;2002-03-14T00:00:00Z,2001-11-19T00:00:00Z;Tony Scott;David Arata,Michael Frost Beckner;Rufus Wright,David Tse,Ken Leung,Andrea Osvárt,Balázs Tardy,Larry Bryggman,Omid Djalili,Joerg Stadler,Anita Deutsch,Tibor Kenderesi,Quinn Collins,Pat McGrath,Hamidou Benmassoud,Benedict Wong,Tim Briggs,David Cheung,Moustapha Moulay,Adrian Pang,Zsolt Zágoni,Farid Regragui,Wil Röttgen,Andrew Grainger,Ho Yi,Yann Johnson,Bill Buell,Michael Paul Chan,Kimberly Paige,Mark Sung,Colin Stinton,Vincent Wang,Melinda Völgyi,Ted Maynard,Shane Rimmer,Matthew Marsh,Joseph Chanet,Tony Xu,Tom Hodgkins,Mohamed Quatib,Freddie Joe Farnsworth,Aziz Ait Essahmi,Hon Ping Tang,Stuart Milligan,Daniel Tse,Iain Smith,Pál Oberfrank,Garrick Hagon,Todd Boyce,Imre Csuja,Demetri Goritsas,Dale Dye,James Aubrey,Nabil Massad,Ian Porter,Károly Rékasi,Matthew Walker,Sam Scudder,In-Sook Chappell,Frank Nall,Mohamed Picasso,Logan Wong,Géza Schramek,Eddie Yeoh,Peter Linka,Gregory Groth,Marianne Jean-Baptiste,Charlotte Rampling,Stephen Dillane,Catherine McCormack,Brad Pitt,Robert Redford,David Hemmings;Daniel Mindel;Christian Wagner;?;Louise Frogley;Harry Gregson-Williams;Marc Abraham,Douglas Wick;Universal Pictures,Beacon Pictures;Universal Pictures,FandangoNow,Netflix;Vietnam,Beirut,Hong Kong,George Bush Center for Intelligence,Suzhou,West Berlin,East Berlin;Morocco,Oxford Castle,Simon Fraser University,Regent's Park,Vancouver,Czech Republic,Budapest,Berlin,Hong Kong,Lloyd's building,Prague,Shepperton Studios;121;?;Satellite Award for Best Original Score;?;?;?;?;63;7.1;147,894
Q1049480;This Means War;?;?;spy film,action film,romantic comedy;?;United States of America;?;2012-02-23T00:00:00Z,2012-02-14T00:00:00Z,2012-03-01T00:00:00Z;McG;Simon Kinberg,Timothy Dowling;Rebel Wilson,Michael Papajohn,John Paul Ruttan,Mike Dopud,Jenny Slate,Leela Savasta,Valin Shinyei,Patrick Sabongui,Emilie Ullerup,Aleks Paunovic,Chris Pine,Abigail Spencer,Laura Vandervoort,Chelsea Handler,Til Schweiger,Tom Hardy,Rosemary Harris,Angela Bassett,Reese Witherspoon,Natassia Malthe,Warren Christie;Russell Carpenter;Nicolas De Toth;?;?;Christophe Beck;James Lassiter,Jenny Simpson,Robert Simonds,Will Smith,Simon Kinberg,Reese Witherspoon;Wonderland Sound and Vision,Robert Simonds Productions,Overbrook Entertainment;FandangoNow,Netflix,InterCom,20th Century Studios;London;Vancouver;97;?;?;?;?;?;?;31;6.3;177,418
Q1049906;Showdown in Little Tokyo;?;?;buddy cop film,martial arts film,comedy film,action film,crime film;?;United States of America;?;1991-08-23T00:00:00Z;Mark L. Lester;?;Rodney Kageyama,Roger Yuan,Gerald Okamura,Renee Griffin,Ernie Lively,Vernee Watson-Johnson,Simon Rhee,Takayo Fischer,Brandon Lee,Tia Carrere,Dolph Lundgren,Toshishiro Obata,Cary-Hiroyuki Tagawa;Mark Irwin;Steven Kemper,Robert A. Ferretti;?;?;David Michael Frank;Mark L. Lester;Warner Bros.;InterCom,Netflix,FandangoNow;Long Beach,Los Angeles;Los Angeles,Long Beach;76;?;?;?;7500000;?;?;N/A;6.1;16,887
Q1049916;Divine Secrets of the Ya-Ya Sisterhood;?;?;drama,female buddy film,comedy film,film based on literature;?;United States of America;?;2002-06-03T00:00:00Z,2002-10-31T00:00:00Z;Callie Khouri;Rebecca Wells,Callie Khouri,Mark Andrus;Nina Repeta,David Rasche,Matthew Settle,Caitlin Wachs,Jacqueline McKenzie,Taj Mahal,Leslie Silva,Angus Macfadyen,Ann Savoy,Frederick Koehler,Boyd Kestner,Gina McKee,Kiersten Warren,David Lee Smith,Katy Selverstone,Sandra Bullock,Shirley Knight,James Garner,Fionnula Flanagan,Maggie Smith,Cherry Jones,Ashley Judd,Ellen Burstyn;John Bailey;Andrew Marcus;?;?;T Bone Burnett,David Mansfield;Bette Midler;Warner Bros.;FandangoNow,Warner Bros.,Netflix;Louisiana;North Carolina;112;?;People's Choice Award for Favorite Movie Actress;?;?;?;?;48;6.1;18,359
Q1050528;Immortals;Greek mythology;?;action film,fantasy film,adventure film,drama;?;United States of America;?;2011-01-01T00:00:00Z,2011-11-11T00:00:00Z,2011-11-11T00:00:00Z;Tarsem Singh;?;Robert Naylor,Tyler Hynes,Kaniehtiio Horn,Patrick Sabongui,Peter Stebbings,Conrad Pla,Tyrone Benskin,Neil Napier,Jason Cavalier,Ayisha Issa,Gage Munroe,Mark Margolis,James A. Woods,Alan van Sprang,Roc LaFortune,Tamas Menyhart,Kellan Lutz,Robert Maillet,Luke Evans,Romano Orzari,Stephen Dorff,Freida Pinto,Steve Byers,Isabel Lucas,Matthew G. Taylor,Daniel Sharman,John Hurt,Henry Cavill,Joseph Morgan,Mickey Rourke,Corey Sevier,Greg Bryk,Stephen McHattie;Brendan Galvin;David Rosenbloom,Stuart Levy;?;Eiko Ishioka;Trevor Morris;Gianni Nunnari,Ryan Kavanaugh,Mark Canton;Relativity Media,Virgin Produced,Rogue,Universal Pictures;Relativity Media,FandangoNow,Netflix;ancient Greece;Montreal;110;?;?;226904017;75000000;?;?;46;6.0;162,334
Q1050533;Catch-22;aviation,World War II;?;war film,comedy-drama,black comedy film,satirical film,film based on a novel;?;United States of America;?;1970-06-24T00:00:00Z;Mike Nichols;Buck Henry;Martin Balsam,Evi Maltagliati,Elizabeth Wilson,Felice Orlandi,Olimpia Carlisi,Susanne Benton,Norman Fell,Jack Riley,Bob Balaban,Collin Wilcox,Philip Roth,Art Garfunkel,John Brent,Austin Pendleton,Jon Korkes,Marcel Dalio,Peter Bonerz,Gina Rovere,Charles Grodin,Liam Dunn,Bruce Kirby,Jack Gilford,Paula Prentiss,Martin Sheen,Buck Henry,Alan Arkin,Richard Libertini,Richard Benjamin,Bob Newhart,Jon Voight,Orson Welles,Anthony Perkins;David Watkin;Sam O'Steen;?;?;Richard Strauss;John Calley,Martin Ransohoff;Paramount Pictures;Paramount Pictures,Netflix,FandangoNow;Italy;?;122;?;?;?;?;?;?;70;7.1;22,336
Q1050558;Catch a Fire;Cold War;?;drama,historical film,biographical film,political thriller;?;United Kingdom,United States of America,France,South Africa;?;2006-09-02T00:00:00Z,2007-01-18T00:00:00Z;Phillip Noyce;Shawn Slovo;Brandon Auret,Terry Pheto,Carel Trichardt,Marius Weyers,Robyn Slovo,Anthony Bishop,Patrick Chamusso,Zola,Jonathan Pienaar,Harriet Manamela,Eckard Rabe,Derek Luke,Bonnie Henna,Tim Robbins;Ron Fortunato;Jill Bilcock;?;?;Philip Miller;Eric Fellner,Tim Bevan,Anthony Minghella,Robyn Slovo;Working Title Films,StudioCanal;FandangoNow,Netflix,Universal Pictures;South Africa;South Africa;98;?;Satellite Award for Best Actor – Motion Picture,NAACP Image Award for Outstanding Motion Picture,Black Reel Award for Best Actor;?;?;?;?;62;6.7;9,946
Q1051315;Cats & Dogs;house cat;?;adventure film,action film,children's film,buddy film,comedy film;John Debney;Australia,United States of America;?;2001-07-19T00:00:00Z,2001-07-04T00:00:00Z;Lawrence Guterman;Glenn Ficarra,John Requa;Salome Jens,Michael Clarke Duncan,Carol Ann Susi,Paul Pape,Glenn Ficarra,Susan Sarandon,Billy West,Miriam Margolyes,Joe Pantoliano,Jon Lovitz,Jeff Goldblum,Jack McBrayer,Sean Hayes,Alexander Pollock,Chris O'Donnell,Charlton Heston,Alec Baldwin,Elizabeth Perkins,Tobey MaguireA;Julio Macat;Michael A. Stevenson;?;?;John Debney;Tony Scott,Ridley Scott,Andrew Lazar,Warren Zide,Christopher DeFaria,Craig Perry;Zide/Perry Productions,Village Roadshow Pictures,Warner Bros.,Rhythm and Hues Studios;FandangoNow,Netflix,InterCom;?;Vancouver;83;Golden Raspberry Award for Worst Supporting Actor;Golden Raspberry Award for Worst Supporting Actor;200700000;?;?;?;47;5.1;57,085
Q1051469;The Core;?;?;action film,disaster film,science fiction film;?;United Kingdom,United States of America;?;2003-04-18T00:00:00Z,2003-04-28T00:00:00Z,2003-04-03T00:00:00Z;Jon Amiel;John Rogers;Ray Galletti,Chris Humphreys,Alonso Oyarzun,Tom Scholte,Fred Ewanuick,Jennifer Spence,Jeffrey Gold,Glenn Morshower,Rekha Sharma,Eileen Pedde,Matt Winston,Shawn Green,Alec Medlock,Alejandro Abellan,Terry O'Quinn,Pamela Martin,Vanna Bonta,Christopher Shyer,Tchéky Karyo,Delroy Lindo,Alfre Woodard,Stanley Tucci,Bruce Greenwood,Hilary Swank,Richard Jenkins,Aaron Eckhart,DJ Qualls;John Lindley;Terry Rawlings;?;?;Christopher Young;David Foster,Sean Bailey;Paramount Pictures;Netflix,Paramount Pictures,FandangoNow;London,Los Angeles,California,San Francisco;Vancouver,San Francisco;137;?;?;60000000;73498611;?;?;48;5.5;94,387
